Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1359,22.0,0.427700012922287,"covid, get, tell, people, make, go, know, say, work, help","['due', 'covid', 'stay', 'home', 'make', 'money', 'online', 'receive', 'hour', 'approximately', 'work', 'day', 'ask']"
1360,22.0,0.3095000088214874,"covid, get, tell, people, make, go, know, say, work, help","['let', 'enlighten', 'man', 'make', 'climate_change', 'hoax', 'amp', 'power', 'grab', 'political', 'elite', 'covid', 'disease', 'kidnap', 'political', 'elite', 'consolidate', 'power', 'crush', 'personal', 'freedom', 'china', 'real', 'threat', 'american', 'way', 'life', 'despise']"
1361,22.0,0.3379000127315521,"covid, get, tell, people, make, go, know, say, work, help","['fuck', 'china', 'truly', 'rest', 'asia', 'oopsie', 'daisy', 'allow', 'correct', 'whole', 'world', 'fuckchina', 'kungflu', 'chinavirus', 'asia', 'lingle', 'oriental', 'covidー', 'coronavirus']"
1362,22.0,0.4519999921321869,"covid, get, tell, people, make, go, know, say, work, help","['home', 'recover', 'covid', 'bed', 'stop', 'think']"
1363,22.0,0.397599995136261,"covid, get, tell, people, make, go, know, say, work, help","['cousin', 'positive', 'covid', 'last', 'week', 'ask', 'pop', 'birthday', 'party', 'tuesday', 'literal', 'response', 'nigga', 'get', 'coronavirus']"
1364,22.0,0.3709000051021576,"covid, get, tell, people, make, go, know, say, work, help","['coordinated', 'campaign', 'alternative', 'candidate', 'seem', 'ideal', 'certainly', 'realm', 'possibility', 'turn', 'seat', 'labor', 'state', 'member', 'fed', 'appal', 'covid', 'pandemic', 'timing', 'right']"
1365,22.0,0.353300005197525,"covid, get, tell, people, make, go, know, say, work, help","['take', 'cbd', 'oil', 'year', 'quite', 'bit', 'multiple', 'issue', 'prevent', 'get', 'covid', 'last', 'october', 'still', 'suffer', 'lung', 'issue', 'fact', 'wife', 'take', 'cbd', 'oil', 'recover', 'covid', 'week']"
1366,22.0,0.3456000089645386,"covid, get, tell, people, make, go, know, say, work, help","['pandemic', 'make', 'exchange', 'gift', 'dear', 'friend', 'interesting', 'meeting', 'front', 'door', 'mask', 'gloved', 'friend', 'give', 'husband', 'mask', 'grateful', 'really', 'surprised', 'merry', 'coronavirus', 'christma', 'glad', 'holiday', 'end', 'soon']"
1367,22.0,0.4034000039100647,"covid, get, tell, people, make, go, know, say, work, help","['single', 'boyfriend', 'work', 'covid', 'patient', 'come', 'near', 'want', 'infect', 'huge', 'family', 'close', 'alone', 'hard', 'year']"
1368,22.0,0.31520000100135803,"covid, get, tell, people, make, go, know, say, work, help","['hear', 'folk', 'whole', 'time', 'vaccine', 'corona', 'virus', 'freakin', 'beer', 'ed', 'anyways', 'arcade', 'fire']"
1369,22.0,0.40299999713897705,"covid, get, tell, people, make, go, know, say, work, help","['deal', 'covid', 'negative', 'bring', 'kill', 'plan', 'tell', 'change', 'plan', 'real', 'quick', 'adapt', 'life', 'go', 'make', 'good', 'year', 'ever', 'bitch', 'amp', 'quit', 'mindset']"
1370,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['think', 'watch', 'sonic', 'hedgehog', 'time', 'give', 'covid', 'virus']"
1371,22.0,0.31949999928474426,"covid, get, tell, people, make, go, know, say, work, help","['call', 'broadway', 'amp', 'theater', 'peep', 'work', 'local', 'news', 'story', 'covid', 'pandemic', 'impact', 'live', 'theatre', 'nyc', 'nationwide', 'insight', 'impact', 'willing', 'talk', 'let', 'know', 'broadway', 'theatre']"
1372,22.0,0.5286999940872192,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'tier', 'college', 'alevel', 'gcse', 'gcse', 'alevel', 'tiersystem', 'coronavirus', 'school', 'borisjohnson', 'boxingday', 'covidー', 'due', 'go', 'back', 'college', 'week', 'new', 'straint', 'covid', 'make', 'scared', 'go', 'kill', 'family', 'thank', 'boris']"
1373,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['need', 'smart', 'help', 'covid', 'vaccine', 'provide', 'immunity', 'covid']"
1374,22.0,0.4034000039100647,"covid, get, tell, people, make, go, know, say, work, help","['several', 'underlying', 'condition', 'diabetic', 'heart', 'disease', 'yrs', 'old', 'wife', 'front_line', 'nurse', 'bring', 'covid', 'get', 'covid', 'vaccine', 'wait']"
1375,22.0,0.3750999867916107,"covid, get, tell, people, make, go, know, say, work, help","['sure', 'predominance', 'black', 'american', 'death', 'covid', 'really', 'abhorrent', 'medical', 'mistreatment', 'simply', 'due', 'race', 'work', 'medical', 'field', 'also', 'unfortunately', 'lot', 'trump_supporter', 'work']"
1376,22.0,0.31139999628067017,"covid, get, tell, people, make, go, know, say, work, help","['pogba', 'score', 'europa', 'league', 'final', 'win', 'utds', 'last', 'trohpy', 'utds', 'player', 'season', 'pfa', 'team', 'season', 'even', 'ask', 'pogba', 'good', 'enough', 'injury', 'covid', 'affect', 'recently', 'play', 'good', 'last', 'game']"
1377,22.0,0.3549000024795532,"covid, get, tell, people, make, go, know, say, work, help","['pure', 'conjecture', 'suggest', 'infective', 'sars_cov', 'strain', 'also', 'bring', 'severe', 'covid', 'speak', 'family', 'today', 'result', 'suggest', 'mutation', 'make', 'virus', 'infective', 'occur', 'also', 'make', 'disease', 'progression', 'harsh']"
1378,22.0,0.31690001487731934,"covid, get, tell, people, make, go, know, say, work, help","['prove', 'test', 'already', 'develop', 'identify', 'covid', 'strain', 'strain', 'spread', 'world', 'today', 'independent', 'thought']"
1379,22.0,0.3675000071525574,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'transmission', 'perform', 'contact', 'aerosol', 'mean', 'prove', 'simple', 'barrier', 'prevent', 'even', 'slow', 'transmission', 'virus', 'enter', 'respiratory', 'system', 'surely', 'laboratory', 'study', 'peer', 'review']"
1380,22.0,0.41990000009536743,"covid, get, tell, people, make, go, know, say, work, help","['think', 'prove', 'covid', 'virus', 'isolate', 'identify', 'virus', 'prove', 'covid', 'kill', 'scientific', 'proof', 'die', 'covid', 'virus', 'strain', 'prove']"
1381,22.0,0.32760000228881836,"covid, get, tell, people, make, go, know, say, work, help","['appear', 'need', 'look', 'reaction', 'covid', 'one', 'balk', 'closing', 'travel', 'china', 'begin', 'one', 'pretend', 'place', 'blame', 'blame', 'belong', 'dem']"
1382,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'much', 'receive', 'profit', 'really', 'appreciate', 'may_god_bless', 'family', 'good', 'covid', 'enough', 'money', 'want', 'thank', 'much']"
1383,22.0,0.38179999589920044,"covid, get, tell, people, make, go, know, say, work, help","['super', 'speader', 'event', 'work', 'expose', 'hour', 'bus', 'full', 'infected', 'people', 'unknowingly', 'time', 'bus', 'contract', 'covid', 'thing', 'stand', 'virus', 'surgical', 'mask', 'mask', 'protect', 'wearer']"
1384,22.0,0.3788999915122986,"covid, get, tell, people, make, go, know, say, work, help","['know', 'never', 'hear', 'dial', 'internet', 'noise', 'covid', 'give', 'nostalgia', 'thing', 'suck', 'suck', 'uniquely']"
1385,22.0,0.427700012922287,"covid, get, tell, people, make, go, know, say, work, help","['get', 'agree', 'fine', 'concern', 'death', 'covid', 'hospital', 'capacity', 'concern', 'large', 'amount', 'people', 'lose', 'ability', 'earn_money', 'necessary', 'sustain', 'family']"
1386,22.0,0.427700012922287,"covid, get, tell, people, make, go, know, say, work, help","['due', 'covid', 'stay', 'home', 'make', 'money', 'online', 'receive', 'hour', 'approximately', 'work', 'day', 'ask']"
1387,22.0,0.39320001006126404,"covid, get, tell, people, make, go, know, say, work, help","['find', 'last', 'statement', 'funny', 'people', 'still', 'covid', 'exist', 'also', 'certain', 'democratic', 'state', 'put', 'knowingly', 'sick', 'people', 'home', 'people', 'know', 'great', 'risk', 'death']"
1388,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['isolate', 'specify', 'love', 'know', 'possibly', 'know', 'suppose', 'new', 'variant']"
1389,22.0,0.41519999504089355,"covid, get, tell, people, make, go, know, say, work, help","['proof', 'uniformed', 'produce', 'stupid', 'society', 'pelosi', 'admit', 'publicly', 'stall', 'covid', 'talk', 'month', 'political', 'reason', 'mad', 'trump', 'demanding', 'take', 'deep', 'breath', 'read', 'say', 'tell', 'sound', 'stupid']"
1390,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'much', 'receive', 'profit', 'really', 'appreciate', 'may_god_bless', 'family', 'good', 'covid', 'enough', 'money', 'want', 'thank', 'much']"
1391,22.0,0.3709000051021576,"covid, get, tell, people, make, go, know, say, work, help","['mean', 'right', 'order', 'word', 'climate_change', 'choose', 'covid', 'word', 'new']"
1392,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'much', 'receive', 'profit', 'really', 'appreciate', 'may_god_bless', 'family', 'good', 'covid', 'enough', 'money', 'want', 'thank', 'much']"
1393,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['help', 'end', 'year', 'covid', 'fight', 'pit', 'battle', 'death']"
1394,22.0,0.4034000039100647,"covid, get, tell, people, make, go, know, say, work, help","['corona', 'still', 'exist', 'name', 'think', 'give', 'covid', 'covid', 'let', 'know', 'thought', 'lol']"
1395,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['develop', 'rd', 'arm', 'take', 'covid', 'vaccine', 'tomorrow', 'make', 'efficient', 'surgeon', 'future']"
1396,22.0,0.3750999867916107,"covid, get, tell, people, make, go, know, say, work, help","['call', 'chelsea', 'bc', 'feel', 'sad', 'chel', 'least', 'survive', 'covid']"
1397,22.0,0.353300005197525,"covid, get, tell, people, make, go, know, say, work, help","['also', 'tell', 'patient', 'really', 'bad', 'post', 'covid', 'syndrome', 'make', 'sense', 'patient', 'mine', 'run', 'marathon', 'come', 'covid', 'get', 'wind', 'climb', 'flight', 'step', 'vaccine', 'show', 'prevent']"
1398,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['run', 'vaccine', 'already', 'tell', 'neighbor', 'covid', 'covid']"
1399,22.0,0.35690000653266907,"covid, get, tell, people, make, go, know, say, work, help","['keep', 'tell', 'worry', 'fine', 'dec', 'intubate', 'dec', 'lost', 'fight', 'covid', 'heart', 'shatter', 'happy', 'able', 'speak', 'wife', 'intubation', 'rip', 'covidー', 'maskup', 'rip']"
1400,22.0,0.397599995136261,"covid, get, tell, people, make, go, know, say, work, help","['educate', 'tito', 'government', 'advise', 'people', 'sanitize', 'hand', 'obviously', 'believe', 'sanitizer', 'kill', 'covid', 'close', 'town', 'tarven', 'early', 'mos', 'sanitize', 'throat', 'remove', 'corona', 'system', 'consume', 'alcohol', 'pm']"
1401,22.0,0.41990000009536743,"covid, get, tell, people, make, go, know, say, work, help","['think', 'wrong', 'ignorant', 'risk', 'however', 'live', 'grandma', 'know', 'risk', 'watch', 'cnn', 'cnbc', 'think', 'stop', 'ask', 'hug', 'shed', 'rather', 'die', 'covid', 'hug', 'grandson']"
1402,22.0,0.427700012922287,"covid, get, tell, people, make, go, know, say, work, help","['medicare', 'typically', 'pay', 'covid', 'diagnosis', 'put', 'need', 'ventilated', 'hospital', 'bar', 'elective', 'procedure', 'many', 'empty', 'beginning', 'tell', 'go', 'cdc', 'label', 'die']"
1403,22.0,0.3675000071525574,"covid, get, tell, people, make, go, know, say, work, help","['trump', 'move', 'sign', 'covid', 'relief_bill', 'make', 'feel', 'cautiously', 'good', 'voting', 'biden', 'speak', 'biden', 'already', 'backtrack', 'promise', 'cut', 'student', 'debt', 'reform', 'immigration', 'policy', 'soooo', 'less', 'evil']"
1404,22.0,0.3549000024795532,"covid, get, tell, people, make, go, know, say, work, help","['take', 'aware', 'make', 'personal', 'decision', 'hold', 'accountable', 'also', 'fully', 'indemnify', 'responsibility', 'potential', 'side_effect', 'matter', 'big', 'risk', 'unlikely', 'side_effect', 'covid']"
1405,22.0,0.34940001368522644,"covid, get, tell, people, make, go, know, say, work, help","['care', 'point', 'study', 'show', 'covid', 'immunity', 'last', 'lifetime']"
1406,22.0,0.43880000710487366,"covid, get, tell, people, make, go, know, say, work, help","['late', 'go', 'fund', 'project', 'church', 'wish', 'way', 'make', 'illegal', 'help', 'pay', 'covid', 'fine', 'go', 'fund', 'page', 'break', 'law', 'put', 'people', 'health', 'risk', 'accept', 'responsibility', 'deep', 'bank', 'account']"
1407,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'much', 'receive', 'profit', 'really', 'appreciate', 'may_god_bless', 'family', 'good', 'covid', 'enough', 'money', 'want', 'thank', 'much']"
1408,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['make', 'festive', 'fun', 'uplifting', 'change', 'share', 'salvos', 'salvos', 'salvation', 'army', 'cafe', 'close', 'temporarily', 'covid', 'takeaway', 'emergency', 'keep', 'lazy', 'unimaginative', 'cook', 'cook', 'go', 'salvos', 'time']"
1409,22.0,0.36899998784065247,"covid, get, tell, people, make, go, know, say, work, help","['marco', 'virus', 'hoax', 'flu', 'dr', 'fauci', 'lied', 'mask', 'march', 'correct', 'mistake', 'still', 'call', 'liar', 'gop', 'amp', 'downplay', 'covid', 'ill', 'damn', 'front_line', 'worker', 'amp', 'health', 'issue', 'get', 'vaccine']"
1410,22.0,0.32710000872612,"covid, get, tell, people, make, go, know, say, work, help","['check', 'tv', 'report', 'melbourne', 'today', 'else', 'look', 'horror', 'weather', 'new', 'covid', 'case']"
1411,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'much', 'receive', 'profit', 'really', 'appreciate', 'may_god_bless', 'family', 'good', 'covid', 'enough', 'money', 'want', 'thank', 'much']"
1412,22.0,0.34470000863075256,"covid, get, tell, people, make, go, know, say, work, help","['lose', 'entire', 'hodgepodge', 'freelance', 'write', 'job', 'due', 'covid', 'qualify', 'reg', 'unemployment', 'grateful', 'dem', 'congress', 'get', 'amp', 'self', 'employ', 'gig', 'worker', 'cover', 'pandemic', 'ui', 'take', 'job', 'census', 'end', 'early', 'trump', 'ckery']"
1413,22.0,0.397599995136261,"covid, get, tell, people, make, go, know, say, work, help","['epidemiologist', 'want', 'understand', 'think', 'careful', 'happen', 'never', 'know', 'covid', 'relentless', 'boundary', 'survive', 'fight', 'real', 'decontamination', 'begin']"
1414,22.0,0.3750999867916107,"covid, get, tell, people, make, go, know, say, work, help","['catch', 'covid', 'perish', 'blame', 'canadian', 'government', 'fail', 'protect', 'martyrdom', 'thank', 'refusal', 'help', 'live', 'extreme', 'mental', 'pressure', 'exasperate', 'physical', 'ailment', 'amorislaetitia']"
1415,22.0,0.31690001487731934,"covid, get, tell, people, make, go, know, say, work, help","['form', 'engagement', 'problem', 'time', 'overlap', 'crisis', 'covid', 'cherry', 'top', 'form', 'much', 'austerity', 'academy', 'answer', 'question', 'occupy']"
1416,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['know', 'homie', 'save', 'covid', 'last', 'year']"
1417,22.0,0.3617999851703644,"covid, get, tell, people, make, go, know, say, work, help","['omg', 'call', 'covid', 'cause', 'bitch', 'bout', 'aht']"
1418,22.0,0.3718000054359436,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'flu', 'coronavirus', 'family', 'therefore', 'far', 'less', 'deadly', 'flu', 'sorry', 'colleague', 'director', 'amp', 'former', 'lecturer', 'wrong', 'xcuse', 'take', 'view', 'rather', 'random', 'author', 'amp', 'self', 'interested', 'shamer', 'medcal', 'profession']"
1419,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['need', 'volunteer', 'tomorrow', 'monday', 'december', 'covid', 'food', 'delivery', 'program', 'help', 'prepare', 'box', 'deliver', 'food', 'direct', 'message', 'nevadastrong']"
1420,22.0,0.43709999322891235,"covid, get, tell, people, make, go, know, say, work, help","['know', 'people', 'die', 'incapacitate', 'permanently', 'covid', 'cold', 'hearted', 'tch', 'pull', 'stunt', 'time', 'cross', 'line']"
1421,22.0,0.3750999867916107,"covid, get, tell, people, make, go, know, say, work, help","['short', 'version', 'covid', 'restriction', 'affect', 'finally', 'chronic', 'depression', 'instead', 'live']"
1422,22.0,0.3183000087738037,"covid, get, tell, people, make, go, know, say, work, help","['fake', 'celebrity', 'say', 'tell', 'need', 'tag', 'bla', 'bla', 'scam', 'block', 'many', 'financial', 'issue', 'start', 'job', 'back', 'normal', 'try', 'try', 'naira']"
1423,22.0,0.34940001368522644,"covid, get, tell, people, make, go, know, say, work, help","['send', 'research', 'covid', 'take', 'look']"
1424,22.0,0.353300005197525,"covid, get, tell, people, make, go, know, say, work, help","['world', 'change', 'power', 'control', 'covid', 'dangerous', 'kill', 'else', 'world', 'online', 'store', 'restaurant', 'even', 'get', 'start', 'schooling', 'lot', 'people', 'want', 'work']"
1425,22.0,0.3375000059604645,"covid, get, tell, people, make, go, know, say, work, help","['trauma', 'room', 'car', 'hit', 'nurse', 'even', 'get', 'take', 'minute', 'break', 'covid', 'patient']"
1426,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'much', 'receive', 'profit', 'really', 'appreciate', 'may_god_bless', 'family', 'good', 'covid', 'enough', 'money', 'want', 'thank', 'much']"
1427,22.0,0.38179999589920044,"covid, get, tell, people, make, go, know, say, work, help","['respond', 'statement', 'make', 'answer', 'infection', 'number', 'answer', 'question', 'majority', 'people', 'complain', 'death', 'certificate', 'say', 'cause', 'death', 'covid', 'even', 'symptom', 'know']"
1428,22.0,0.40869998931884766,"covid, get, tell, people, make, go, know, say, work, help","['basically', 'encourage', 'rest', 'house', 'already', 'go', 'nowhere', 'get', 'sick', 'bring', 'home', 'definitely', 'make', 'sure', 'aware', 'sometimes', 'understand', 'long', 'attitude', 'covid']"
1429,22.0,0.28189998865127563,"covid, get, tell, people, make, go, know, say, work, help","['afrikan', 'compete', 'european', 'country', 'covid', 'infection', 'yet', 'rest', 'afrikan', 'state', 'record', 'low', 'number', 'infection', 'world', 'baffle', 'mean', 'resource', 'even', 'big', 'population', 'continent']"
1430,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['like', 'key', 'relieve', 'stress', 'put', 'family', 'due', 'corona', 'virus']"
1431,22.0,0.3467000126838684,"covid, get, tell, people, make, go, know, say, work, help","['proof', 'fuck', 'firstly', 'say', 'excess', 'winter', 'death', 'flu', 'also', 'specifically', 'mention', 'ineffective', 'vaccine', 'defence', 'largely', 'lockdown', 'finally', 'far', 'exceed', 'number', 'covid', 'measure']"
1432,22.0,0.3073999881744385,"covid, get, tell, people, make, go, know, say, work, help","['feel', 'little', 'sick', 'suffer', 'covid', 'also', 'test', 'lack', 'vitamin', 'hard', 'sleep', 'peacefully']"
1433,22.0,0.3183000087738037,"covid, get, tell, people, make, go, know, say, work, help","['vaccine', 'give', 'virus', 'body', 'immune', 'flu', 'shot', 'probably', 'corona', 'take', 'vaccine', 'wrong']"
1434,22.0,0.42410001158714294,"covid, get, tell, people, make, go, know, say, work, help","['get', 'coronavirus', 'vaccination', 'still', 'wear_mask', 'physical', 'distance', 'vaccine', 'work', 'already', 'covid', 'tested_positive', 'coronavirus', 'long', 'protect']"
1435,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['year', 'fall', 'long', 'stand', 'friend', 'covid', 'accelerate', 'trend', 'year', 'misanthropy', 'thing', 'nowadays']"
1436,22.0,0.40299999713897705,"covid, get, tell, people, make, go, know, say, work, help","['tell', 'doctor', 'want', 'get', 'colonoscopy', 'covid', 'amp', 'increase', 'risk', 'exposure', 'dr', 'tell', 'safe', 'tested', 'family', 'history', 'ill', 'take', 'chance', 'coronavirus', 'spike', 'tyvm', 'bad', 'odd', 'catch', 'virus', 'cancer']"
1437,22.0,0.4133000075817108,"covid, get, tell, people, make, go, know, say, work, help","['lbgtq', 'safe', 'house', 'nairobi', 'nearly', 'enough', 'many', 'closed', 'covid', 'hit', 'due', 'lack', 'fund', 'agency', 'fail', 'area', 'need', 'love', 'generous', 'people', 'serious', 'make', 'difference', 'contact', 'serious']"
1438,22.0,0.397599995136261,"covid, get, tell, people, make, go, know, say, work, help","['chemo', 'nurse', 'lose', 'multiple', 'myeloma', 'patient', 'last', 'week', 'survive', 'transplant', 'chemo', 'survive', 'covid', 'thank', 'anti', 'mask', 'selfish', 'faux', 'patriot', 'asshat']"
1439,22.0,0.35679998993873596,"covid, get, tell, people, make, go, know, say, work, help","['confidently', 'say', 'human', 'population', 'exactly', 'excuse', 'take', 'covid', 'vaccine', 'afraid', 'expose', 'far', 'bad', 'already', 'trust']"
1440,22.0,0.3012000024318695,"covid, get, tell, people, make, go, know, say, work, help","['way', 'covid', 'take', 'much', 'many', 'people', 'really', 'scare', 'many', 'job', 'loss', 'many', 'death', 'much', 'sorrow', 'thethelela']"
1441,22.0,0.362199991941452,"covid, get, tell, people, make, go, know, say, work, help","['explain', 'measure', 'combat', 'spread', 'covid', 'strongly', 'disagree', 'therefore', 'justice', 'prevail']"
1442,22.0,0.34940001368522644,"covid, get, tell, people, make, go, know, say, work, help","['politician', 'trash', 'covid', 'expert', 'run', 'vaccine', 'medical', 'provider']"
1443,22.0,0.31949999928474426,"covid, get, tell, people, make, go, know, say, work, help","['keep', 'want', 'link', 'story', 'set', 'want', 'give', 'hit', 'open', 'study', 'almost', 'people', 'wuhan', 'china', 'find', 'asymptomatic', 'spread', 'covid', 'occur', 'thus', 'undermine', 'need', 'lockdown']"
1444,22.0,0.35910001397132874,"covid, get, tell, people, make, go, know, say, work, help","['last', 'year', 'exactly', 'time', 'answer', 'covid', 'mildly', 'terrifying', 'make', 'want', 'predict', 'eesh']"
1445,22.0,0.3617999851703644,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'give', 'andy', 'dalton', 'superpower', 'prove', 'wrong', 'dallascowboy', 'cowboysnation']"
1446,22.0,0.43709999322891235,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'mido', 'zohair', 'teach', 'real', 'poetry', 'leave', 'thank', 'covid', 'beautiful', 'equal', 'non', 'racist', 'technique', 'choosing', 'victim', 'lesson', 'learn', 'goodbye']"
1447,22.0,0.34790000319480896,"covid, get, tell, people, make, go, know, say, work, help","['quite', 'striking', 'difference', 'deadly', 'covid', 'look', 'deadly', 'nursing', 'staff', 'time', 'dance', 'cut', 'hard', 'take', 'serious']"
1448,22.0,0.35679998993873596,"covid, get, tell, people, make, go, know, say, work, help","['stage', 'cancer', 'doctor', 'want', 'chemo', 'radiation', 'treatment', 'retweet', 'get', 'hammer', 'follower', 'last', 'go', 'back', 'read', 'comment', 'disrespectful', 'ask', 'question']"
1449,22.0,0.274399995803833,"covid, get, tell, people, make, go, know, say, work, help","['really', 'surprise', 'really', 'sick', 'covid', 'mean', 'enough', 'virus', 'spread', 'symptom', 'enough', 'virus', 'spread']"
1450,22.0,0.3379000127315521,"covid, get, tell, people, make, go, know, say, work, help","['explain', 'ever', 'become', 'thing', 'doctor', 'half', 'population', 'planet', 'act', 'sickness', 'disease', 'exist', 'anymore']"
1451,22.0,0.353300005197525,"covid, get, tell, people, make, go, know, say, work, help","['see', 'covid', 'pandemic', 'effect', 'family', 'really', 'awful', 'working', 'care', 'home', 'really', 'show', 'key', 'really', 'make', 'happy', 'enable', 'support', 'family']"
1452,22.0,0.35910001397132874,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'need', 'spend', 'hour', 'numerous', 'internet', 'search', 'ask', 'reference', 'koch', 'test', 'covid', 'give', 'reference', 'helpful', 'many']"
1453,22.0,0.4099999964237213,"covid, get, tell, people, make, go, know, say, work, help","['see', 'ad', 'canada', 'covid', 'app', 'piss', 'gumbaz', 'charge', 'alberta', 'refuse', 'fir', 'abso', 'reason', 'thank', 'ucp']"
1454,22.0,0.43880000710487366,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'pandemic', 'decide', 'take', 'work', 'local', 'care', 'home', 'order', 'help', 'work', 'hour', 'shift', 'week', 'decide', 'get', 'sneaker', 'really', 'help']"
1455,22.0,0.38179999589920044,"covid, get, tell, people, make, go, know, say, work, help","['crazy', 'people', 'say', 'corona', 'infection', 'virus', 'disease', 'never', 'get', 'get', 'test', 'lmfao', 'mfer', 'drive', 'crazy', 'think', 'perfect', 'whole', 'time', 'one']"
1456,22.0,0.3467000126838684,"covid, get, tell, people, make, go, know, say, work, help","['believe', 'want', 'happy', 'reading', 'figure', 'believe', 'digit', 'crack', 'personally', 'believe', 'covid', 'death', 'massively', 'overstate', 'uk', 'country', 'massively', 'understate', 'figure', 'make', 'sense']"
1457,22.0,0.3750999867916107,"covid, get, tell, people, make, go, know, say, work, help","['call', 'covid', 'cus', 'bitch', 'fina']"
1458,22.0,0.31949999928474426,"covid, get, tell, people, make, go, know, say, work, help","['want', 'try', 'bot', 'friend', 'tell', 'drop', 'day', 'ready', 'first', 'wave', 'drop', 'today', 'tryna', 'head', 'washington', 'square', 'park', 'mist', 'covid', 'want', 'key', 'want', 'start', 'botte', 'want', 'learn']"
1459,22.0,0.41519999504089355,"covid, get, tell, people, make, go, know, say, work, help","['lose', 'job', 'due', 'covid', 'need', 'home', 'kid', 'survive', 'hard', 'time', 'torpedo', 'provide', 'tool', 'help', 'achieve']"
1460,22.0,0.36230000853538513,"covid, get, tell, people, make, go, know, say, work, help","['sorry', 'pray', 'jim', 'give', 'big', 'hug', 'tell', 'sorry', 'covid', 'suck', 'people', 'still', 'think', 'real', 'keep', 'inform', 'keep', 'pray']"
1461,22.0,0.3788999915122986,"covid, get, tell, people, make, go, know, say, work, help","['colonizer', 'upset', 'thought', 'provide', 'proof', 'covid', 'vaccine', 'travel', 'tell', 'fuq', 'think', 'virus', 'crap', 'spread', 'worldwide']"
1462,22.0,0.3467000126838684,"covid, get, tell, people, make, go, know, say, work, help","['even', 'covid', 'hospital', 'eager', 'place', 'patient', 'ventilator', 'place', 'sedation', 'mri', 'want', 'take', 'husband', 'demand', 'take', 'imagine', 'hospital', 'family', 'advocate']"
1463,22.0,0.47200000286102295,"covid, get, tell, people, make, go, know, say, work, help","['know', 'people', 'die', 'covid', 'last', 'year', 'die', 'flu', 'lifetime']"
1464,22.0,0.42750000953674316,"covid, get, tell, people, make, go, know, say, work, help","['millimate', 'reduce', 'factor', 'american', 'die', 'covid']"
1465,22.0,0.3467000126838684,"covid, get, tell, people, make, go, know, say, work, help","['active', 'recently', 'bc', 'recovery', 'process', 'covid', 'time', 'bitch', 'bts', 'run', 'still', 'need', 'anyway', 'stay_safe', 'life', 'go']"
1466,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
1467,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
1468,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
1469,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
1470,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
1471,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
1472,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
1473,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
1474,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['tweet', 'world', 'hit', 'covid', 'prove', 'think', 'special']"
